Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status,Collection
SK0000097-UK,,,,,,,,,,,,,,,,,,,,14.15,28.31,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/Telescope-Cleaning-Kit_3.webp?v=1743097012,2,,,,,,,,,,,,,,,,,,,,,,
SK0000097-UK,,,,,,,,,,,,,,,,,,,,14.15,28.31,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/Telescope-Cleaning-Kit_4.webp?v=1743097012,3,,,,,,,,,,,,,,,,,,,,,,
SK0000097-UK,,,,,,,,,,,,,,,,,,,,14.15,28.31,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/Telescope-Cleaning-Kit_5.webp?v=1743097012,4,,,,,,,,,,,,,,,,,,,,,,
SK0000097-UK,,,,,,,,,,,,,,,,,,,,14.15,28.31,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/Telescope-Cleaning-Kit_6.webp?v=1743097012,5,,,,,,,,,,,,,,,,,,,,,,
SK0000097-UK,,,,,,,,,,,,,,,,,,,,14.15,28.31,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/Telescope-Cleaning-Kit_1.webp?v=1743097013,6,,,,,,,,,,,,,,,,,,,,,,
SK0000097-UK,,,,,,,,,,,,,,,,,,,,14.15,28.31,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/Telescope-Cleaning-Kit_2.webp?v=1743097013,7,,,,,,,,,,,,,,,,,,,,,,
SK0000098-UK,Baader Grid Voltage Filter Protection Adapter,"<p>Grid Filter for electronic devices:<br>This Voltage filter protects your astronomical equipment (especially mounts) against high-frequency voltage peaks in the power network. It is simply plugged directly into the socket (230V) between the connection cable of the devices. The Max. Connected Load or Power Output 1000 W (4A).</p>
<p><strong>Features:</strong><br></p>
<ul>
<li>Comes with an EU Plug<br>
</li>
<li>Total length 87.7 cm (without plug)<br>
</li>
<li>Immediately ready for operation after insertion<br>
</li>
<li>Net weight (kg): 0.35<br>
</li>
<li>Power Input (V): 230V / 50HZ<br>
</li>
<li>Power Output (A): max. 4A<br>
</li>
<li>Power Output (W): 1000W</li>
</ul>
<p><em>Whats included:</em></p>
<p><em>1. A single Grid Voltage Protector &amp; Cable.</em></p>",,, Care & Maintenance ,,TRUE,,,,,,,,,,,,,68.38,136.75,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/BaaderVoltageProtector_1.jpg?v=1742997187,1,,,,,,,,,,,,,,,,,,,,,, Care & Maintenance 
SK0000098-UK,,,,,,,,,,,,,,,,,,,,68.38,136.75,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/Baader_Voltage_Protector_2.jpg?v=1742997197,2,,,,,,,,,,,,,,,,,,,,,,
SK0000098-UK,,,,,,,,,,,,,,,,,,,,68.38,136.75,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/Baader_Voltage_Protector_3.jpg?v=1742997198,3,,,,,,,,,,,,,,,,,,,,,,
SK0000099-UK,"TS LED Collimator for RC & Cassegrains (2"")","<p><strong>TS RCKOLLI 2"" LED collimator..</strong></p>
<p>This collimator is compatible with almost all common optical systems such as Schmidt-Cassegrain, RC, Dall-Kirkham and similar telescope types. Collimation can be easily done during the day and the collimator is very precise and the collimation result is largely independent of tilt.</p>
<p>To achieve high-quality collimation even in bright daylight, simply insert the collimator into your focuser and follow the appropriate operating instructions for your OTA if necessary. This collimator has two basic operating configurations: a refractor mode with active white LEDs and a Newtonian/reflector mode with active red LEDs. In addition, there is a third operating mode with LEDs off, which is intended for other OTAs.</p>
<p><strong>Collimation of Ritchey-Chrétien telescopes and similar systems.</strong><br>It is well known that collimating an RC is not an easy task. Thanks to this TS collimator, it is possible to achieve a very good collimation result even during the day. This means that you always have an optimally adjusted RC telescope at your disposal at night. Collimation is easy and can be carried out by anyone, however it is important that the secondary mirror of your telescope has a central marking.</p>
<p><strong>Spec:</strong><br></p>
<ul>
<li>Type: Collimator<br>
</li>
<li>Telescope side connection: 2"" socket<br>
</li>
<li>Power supply: 1x lithium battery CR2032</li>
</ul>
<p><em>Whats included:</em><br></p>
<ol>
<li>Collimator<br>
</li>
<li>battery<br>
</li>
<li>Lanyard<br>
</li>
<li>Bag</li>
</ol>
 ",,, Care & Maintenance ,,TRUE,,,,,,,,,,,,,105.86,211.71,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/TSRCKOLLI-LaserCollimator_4.jpg?v=1719655394,1,,,,,,,,,,,,,,,,,,,,,, Care & Maintenance 
SK0000099-UK,,,,,,,,,,,,,,,,,,,,105.86,211.71,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/TSRCKOLLI-LaserCollimator_1.jpg?v=1719655394,2,,,,,,,,,,,,,,,,,,,,,,
SK0000099-UK,,,,,,,,,,,,,,,,,,,,105.86,211.71,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/TSRCKOLLI-LaserCollimator_2.jpg?v=1719655394,3,,,,,,,,,,,,,,,,,,,,,,
SK0000099-UK,,,,,,,,,,,,,,,,,,,,105.86,211.71,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/TSRCKOLLI-LaserCollimator_3.jpg?v=1719655394,4,,,,,,,,,,,,,,,,,,,,,,
SK0000099-UK,,,,,,,,,,,,,,,,,,,,105.86,211.71,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/TSRCKOLLI-LaserCollimator.jpg?v=1719655388,5,,,,,,,,,,,,,,,,,,,,,,
SK0000100-UK,Protective Telescope Cover - Large (178cm length),"These high quality Telescope covers offer perfect protection for your telescope against dust and moisture and are a great way to quickly protect your equipment from any impromptu passing showers or even if you want to leave it outside for a short term basis. The cover also has a bottom strap to secure it to the scope and prevent the wind from blowing it off.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><em>This cover is suitable for:</em><br data-mce-fragment=""1"">
<ul>
<li>Telescopes such as refractors up to 150 mm aperture or Newtonian telescopes up to 12"" aperture.</li>
<li>All Schmidt-Cassegrain or Maksutov telescopes up to 12"" aperture.</li>
<li>This cover is 178cm long and should protect the Telescope, Mount and upper part of the tripod.</li>
</ul>
<em>Practical tips:</em><br data-mce-fragment=""1"">We don't recommend using this waterproof telescope cover on its own as permanent solution for covering your telescope outside or in an observatory without first using a cotton cloth (such as a bed sheet) to act as a barrier against condensation.",,, Care & Maintenance ,,TRUE,,,,,,,,,,,,,42.55,85.09,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/LargeTelescopeCover_3.jpg?v=1632086913,1,,,,,,,,,,,,,,,,,,,,,, Care & Maintenance 
SK0000100-UK,,,,,,,,,,,,,,,,,,,,42.55,85.09,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/LargeTelescopeCover_1.jpg?v=1632086913,2,,,,,,,,,,,,,,,,,,,,,,
SK0000100-UK,,,,,,,,,,,,,,,,,,,,42.55,85.09,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/LargeTelescopeCover_2.jpg?v=1632086913,3,,,,,,,,,,,,,,,,,,,,,,
SK0000101-UK,Protective Telescope Cover - Medium (120cm length),"These high quality Telescope covers offer perfect protection for your telescope against dust and moisture and are a great way to quickly protect your equipment from any impromptu passing showers or even if you want to leave it outside for a short term basis. The cover also has a bottom strap to secure it to the scope and prevent the wind from blowing it off.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><em>This cover is suitable for:</em><br data-mce-fragment=""1"">
<ul>
<li>Telescopes such as refractors up to 150 mm aperture or Newtonian telescopes up to 254 mm aperture.</li>
<li>All Schmidt-Cassegrain or Maksutov telescopes up to 254 mm aperture.</li>
<li>This cover is 120cm long and should protect the Telescope, Mount and upper part of the tripod.</li>
</ul>
<em>Practical tips:</em><br data-mce-fragment=""1"">We don't recommend using this waterproof telescope cover on its own as permanent solution for covering your telescope outside or in an observatory without first using a cotton cloth (such as a bed sheet) to act as a barrier against condensation.",,, Care & Maintenance ,,TRUE,,,,,,,,,,,,,40.52,81.03,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/MediumTelescopeCover_3.jpg?v=1632086500,1,,,,,,,,,,,,,,,,,,,,,, Care & Maintenance 
SK0000101-UK,,,,,,,,,,,,,,,,,,,,40.52,81.03,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/MediumTelescopeCover_1.jpg?v=1632086505,2,,,,,,,,,,,,,,,,,,,,,,
SK0000101-UK,,,,,,,,,,,,,,,,,,,,40.52,81.03,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/MediumTelescopeCover_2.jpg?v=1632086506,3,,,,,,,,,,,,,,,,,,,,,,
SK0000102-UK,Protective Telescope Cover - Small (80cm length),"These high quality Telescope covers offer perfect protection for your telescope against dust and moisture and are a great way to quickly protect your equipment from any impromptu passing showers or even if you want to leave it outside for a short term basis. The cover also has a bottom strap to secure it to the scope and prevent the wind from blowing it off.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><em>This cover is suitable for:</em><br data-mce-fragment=""1"">
<ul>
<li>Compact telescopes such as refractors up to 120 mm aperture or compact. Newtonian telescopes up to 150 mm aperture.</li>
<li>All Schmidt-Cassegrain or Maksutov telescopes up to 150 mm aperture.</li>
<li>This cover is 80cm long and should protect the Telescope, Mount and upper part of the tripod.</li>
</ul>
<em>Practical tips:</em><br data-mce-fragment=""1"">We don't recommend using this waterproof telescope cover on its own as permanent solution for covering your telescope outside or in an observatory without first using a cotton cloth (such as a bed sheet) to act as a barrier against condensation.",,, Care & Maintenance ,,TRUE,,,,,,,,,,,,,35.45,70.91,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/SmallTelescopeCover_3.jpg?v=1632086126,1,,,,,,,,,,,,,,,,,,,,,, Care & Maintenance 
SK0000102-UK,,,,,,,,,,,,,,,,,,,,35.45,70.91,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/SmallTelescopeCover_1.jpg?v=1632086126,2,,,,,,,,,,,,,,,,,,,,,,
SK0000102-UK,,,,,,,,,,,,,,,,,,,,35.45,70.91,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/SmallTelescopeCover_2.jpg?v=1632086126,3,,,,,,,,,,,,,,,,,,,,,,
SK0000103-UK,Vixen Porta II Alt-Azimuth Mount,"<strong>The Vixen Porta II mount is an azimuthal mount in award-winning Vixen quality. It is ideal for beginners or experienced astronomers looking for a Grab-and-Go setup thanks to its simplicity, versatility and reliability. It has been specially developed to make fast and precise observations in vertical and horizontal orientation with your telescope without having to operate a complicated GEM setup.</strong><br data-mce-fragment=""1""><br data-mce-fragment=""1"">The mount includes fine adjustments with handles for a fine tracking of celestial objects and the dovetail mounting system (Vixen Standard) ensures maximum compatibility of a wide range of telescopes. The mount head can be quickly removed from the tripod via an M10 screw, making the system very transportable<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>The Vixen Porta II mount in detail:<br></strong><br data-mce-fragment=""1""><em>Easy handling:</em><br data-mce-fragment=""1"">The Porta II does not require clamping, it has a slip clutch, which makes it easy to adjust the mount to an object. It automatically holds your position and is therefore very easy to use for everyone. The Porta II mount head can be disassembled by removing a single screw, making it also very portable.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><em>Easy to use:</em><br data-mce-fragment=""1"">The Porta II adjustment system provides slow motion movements in full circle. Grip positions as well as height and azimuth slow motion controls can be changed in 45° increments. This allows the user to use the handles for a comfortable position, whichever sized optical tube used. The accessory holder is provided with cut-outs for your eyepieces.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">It can also be used to hold smaller photo accessories. The holder is mounted via a centrally mounted screw. A convenient built-in tool key is installed under the rubber mat and can be used to adjust the friction of the slip clutch.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Mount Specs:</strong><br data-mce-fragment=""1"">
<ul>
<li>360° fine movement through worm gears</li>
<li>No axle clamping required</li>
<li>Slip clutch friction system</li>
<li>Dovetail system (compatible with GP and Sphinx mount)</li>
<li>Adjustment by up to 45° possible</li>
<li>Mounting of tubes up to 155mm aperture.</li>
<li>Total net weight: 5.7kg</li>
<li>Payload Capacity: 9kg</li>
</ul>
<br data-mce-fragment=""1""><em>Whats included:</em><br data-mce-fragment=""1"">
<ol>
<li>Vixen Porta II Mount</li>
<li>Aluminium tripod</li>
<li>2 handles for fine adjustment</li>
<li>Assembly tool</li>
<li>Storage plate for accessories</li>
</ol>",,, Basic Astronomy Mounts ,,TRUE,,,,,,,,,,,,,167.11,334.22,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/VixenPortaAlt-AzimuthMount_1.jpg?v=1634289534,1,,,,,,,,,,,,,,,,,,,,,, Basic Astronomy Mounts 
SK0000103-UK,,,,,,,,,,,,,,,,,,,,167.11,334.22,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/VixenPortaAlt-AzimuthMount_3.jpg?v=1634289534,2,,,,,,,,,,,,,,,,,,,,,,
SK0000103-UK,,,,,,,,,,,,,,,,,,,,167.11,334.22,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/VixenPortaAlt-AzimuthMount_4.jpg?v=1634289534,3,,,,,,,,,,,,,,,,,,,,,,
SK0000103-UK,,,,,,,,,,,,,,,,,,,,167.11,334.22,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/VixenPortaAlt-AzimuthMount_2.jpg?v=1634289533,4,,,,,,,,,,,,,,,,,,,,,,
SK0000103-UK,,,,,,,,,,,,,,,,,,,,167.11,334.22,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/VixenPortaAlt-AzimuthMount_5.jpg?v=1634289533,5,,,,,,,,,,,,,,,,,,,,,,
SK0000104-UK,Bresser Messier EXOS-2 German Equatorial Mount,"<p><strong>The Bresser Messier EXOS-2 (EQ-5) is a rugged equatorial mount with high rigidity and precision tracking, making it ideal for visual observation and astrophotography. Vibrations are also suppressed very effectively thanks to its sturdy Tripod assembly. </strong></p>
<p>As with all of the Bresser Messier range, the EXOS-2 is made to a high quality finish and has an illuminated polar finder scope and precise graduated circles for ease of use. Although this mount is a manual German Equatorial Mount, a powered two-axis GoTo upgrade Kit is available as an optional extra, giving you the benefits of a fully computerised GOTO Mount. The Bresser EXOS-2 has a generous payload of up to 13 kg which allows you to use refractors of up to 152 mm aperture and mirror telescopes of up to 203 mm aperture.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Mount Spec:</strong><br data-mce-fragment=""1""></p>
<ul>
<li>Stable parallactic mount with fine drive in both axes</li>
<li>Ball bearings in both axes for more precise movements</li>
<li>Stable height adjustable stainless steel tripod (min. 69 cm / max. 109,5 cm )</li>
<li>Max Payload: 13kg (10kg Photographic)</li>
<li>Optional Bresser Star Tracker Goto Kit</li>
<li>Circular bubble for easy horizontal alignment</li>
<li>Pole height scale for setting the latitude</li>
<li>Scaled graduated circular rings to facilitate finding objects using a star atlas or planetarium software</li>
<li>Pole finder scope with optional illumination</li>
<li>Tripod weight: 4.6 kg</li>
<li>Mount weight: 5.3 kg (without counterweight)</li>
<li>Total weight incl. counterweight: 19.1 kg</li>
<li>Batteries: Eight size D (not included)</li>
<li>GOTO: No</li>
<li>Colour white</li>
<li>Material Metal</li>
<li>Product series: Messier range.</li>
<li>Included: Mount, Height adjustable Tripod, 2x Flexible Shaft, Polar Finder Scope, 4.5 Kilogram Counterweight</li>
</ul>
<p><strong>Weight &amp; Dimensions:</strong><br></p>
<ul>
<li>Net weight (without access.): 4.5kg</li>
<li>Net Weight total (incl. accessories): 14.5kg</li>
<li>Net weight tripod (incl. accessories): 4.9 kg</li>
</ul>
<p><em>Whats included:</em><br></p>
<ul>
<li>BRESSER EXOS-2 mount (Non-GOTO)</li>
<li>Adjustable polar finder scope</li>
<li>Stainless steel tube field tripod with accessory tray</li>
<li>1x 4.5 kg counterweight</li>
</ul>
<p>Download the Bressier Messier Mount &amp; Telescope Manual <a href=""https://cdn.shopify.com/s/files/1/0596/1924/6275/files/Bresser_Mount_and_Telescope_Manual.pdf?v=1631173624"" target=""_blank"">here</a></p>",,, Basic Astronomy Mounts ,,TRUE,,,,,,,,,,,,,169.99,545.97,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserMessierEXOS-2_EQ5_NonGOTOEquatorialMount_1.jpg?v=1631175107,1,,,,,,,,,,,,,,,,,,,,,, Basic Astronomy Mounts 
SK0000104-UK,,,,,,,,,,,,,,,,,,,,169.99,545.97,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserMessierEXOS-2_EQ5_NonGOTOEquatorialMount_3.jpg?v=1631175108,2,,,,,,,,,,,,,,,,,,,,,,
SK0000104-UK,,,,,,,,,,,,,,,,,,,,169.99,545.97,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserMessierEXOS-2_EQ5_NonGOTOEquatorialMount_2.jpg?v=1631175108,3,,,,,,,,,,,,,,,,,,,,,,
SK0000104-UK,,,,,,,,,,,,,,,,,,,,169.99,545.97,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserMessierEXOS-2_EQ5_NonGOTOEquatorialMount_4.jpg?v=1631175107,4,,,,,,,,,,,,,,,,,,,,,,
SK0000105-UK,Explore Scientific Alt-AZ Twilight I Mount,"<p><strong>The Explore Scientific Twilight I is a light-to-medium-duty alt-azimuth astro mount designed for quick and easy setup and its suitable for most small to medium sized refractor telescopes.</strong></p>
<p>Lightweight, fast Newtonians will also pair up nicely with the Explore Scientific Twilight I mount. As long as your telescope does not exceed 7kg and has a Vixen-Style <br data-mce-fragment=""1"">universal dovetail bar for mounting, you are good to go. <br data-mce-fragment=""1""><br data-mce-fragment=""1"">The Twilight I alt-azimuth mount head is made of powder-coated aluminum and has worm gears in both axis making it very smooth to operate. The adjustable head can be tilted forward or back by a 45° angle which allows enough clearance for your telescope to point straight up for viewing at the zenith. The allen key for doing the mount head adjustment can then be safely stored in the integrated magnetic key holder. <br data-mce-fragment=""1""><br data-mce-fragment=""1"">Slow-motion control cables are attached on the vertical and horizontal axis, making it easy to scan the night sky, even with gloves on, due to the over-sized <br data-mce-fragment=""1"">knurled knobs that are attached to the end of each cable. They can be attached to either side of each axis to accommodate right or left-handed users, or different <br data-mce-fragment=""1"">types of telescopes (e.g. refractors or Newtonian reflectors). <br data-mce-fragment=""1""><br data-mce-fragment=""1"">The stainless steel tripod that comes standard with the Twilight I mount has adjustable legs and a wide foot print, which makes the tripod much more stable. <br data-mce-fragment=""1"">A spreader bar locks against the inside of the legs to secure the tripod even further, and helps keep vibrations to a minimum.</p>
<p><strong>Features:</strong></p>
<ul>
<li>Alt-Azimuth Astro Mount</li>
<li>Payload capacity: 7kg</li>
<li>Dimensions: (W)100cm x (L) 160cm</li>
<li>Weight: 7.2kg</li>
<li>Mounting plate: Vixen</li>
</ul>
<p><em>Whats included:</em><br data-mce-fragment=""1""></p>
<ol>
<li>Twilight I Alt-AZ Telescope Mount</li>
<li>Stainless Steel Tripod</li>
</ol>",,, Basic Astronomy Mounts ,,TRUE,,,,,,,,,,,,,144.34,288.69,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ExploreScientificTwilightAltAZMount_2.jpg?v=1648890867,1,,,,,,,,,,,,,,,,,,,,,, Basic Astronomy Mounts 
SK0000105-UK,,,,,,,,,,,,,,,,,,,,144.34,288.69,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ExploreScientificTwilightAltAZMount_1.jpg?v=1648890867,2,,,,,,,,,,,,,,,,,,,,,,
SK0000105-UK,,,,,,,,,,,,,,,,,,,,144.34,288.69,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ExploreScientificTwilightAltAZMount_3.jpg?v=1648890866,3,,,,,,,,,,,,,,,,,,,,,,
SK0000106-UK,Bresser Messier EXOS-1 German Equatorial Mount,"<p><strong>This entry-level EXOS-1 EQ mount is part of the 'Bresser Messier' range and is an excellent beginner mount for smaller optics offering a very stable platform with the option of an RA tracking kit. </strong></p>
<p>The EXOS-1 comes with a steel tripod and carries optics &amp; accessories up to a weight of 7kg for visual observations. Having a stable mount in Astronomy is crucial and this mount is an ideal upgrade for less stable mounts commonly supplied with many beginner telescopes, and makes observing the night sky much more enjoyable. When fitted with the optional tracking kit, you can track in the RA axis without having to make constant adjustments while viewing an object.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Features:</strong><br data-mce-fragment=""1""></p>
<ul>
<li>Stable equatorial mount with fine drive in both axes</li>
<li>Bubble level for easy horizontal alignment</li>
<li>Sturdy height-adjustable stainless steel tripod</li>
<li>Can be retrofitted with an RA tracking motor for the right ascension axis.</li>
<li>Pole height scale for adjusting latitude</li>
<li>Scaled partial circular rings for easier finding of objects using a Star Atlas or planetarium software</li>
</ul>
<strong>Spec:</strong><br data-mce-fragment=""1"">
<ul>
<li>Tripod Weight: 4.7 kg</li>
<li>Mount weight: 4 kg (without counterweight)</li>
<li>Total weight incl. counterweight: 13.2 kg</li>
</ul>
<em>Whats included:</em><br data-mce-fragment=""1"">
<ol>
<li>Equatorial EXOS 1 Mount</li>
<li>Stainless steel tube tripod</li>
<li>1 x 4.5 kg counterweight</li>
</ol>",,, Basic Astronomy Mounts ,,TRUE,,,,,,,,,,,,,169.99,383.91,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserEXOS-1GermanEquatorialMount_4.jpg?v=1669051018,1,,,,,,,,,,,,,,,,,,,,,, Basic Astronomy Mounts 
SK0000106-UK,,,,,,,,,,,,,,,,,,,,169.99,383.91,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserEXOS-1GermanEquatorialMount_2.jpg?v=1669051018,2,,,,,,,,,,,,,,,,,,,,,,
SK0000106-UK,,,,,,,,,,,,,,,,,,,,169.99,383.91,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserEXOS-1GermanEquatorialMount_3.jpg?v=1669051018,3,,,,,,,,,,,,,,,,,,,,,,
SK0000106-UK,,,,,,,,,,,,,,,,,,,,169.99,383.91,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserEXOS-1GermanEquatorialMount_1.jpg?v=1669051018,4,,,,,,,,,,,,,,,,,,,,,,
SK0000107-UK,Bresser Star Tracker Astronomical Photo Mount - PM 100,"If you already own a DSLR and want to take long exposure deep sky astrophotography then a Star Tracker is a must have item. This mount will automatically compensate for the natural rotation of the earth. The built-in tracking motor rotates the saddle-mounted camera precisely against the earth's rotation and thus the stars remain in pinpoint shape even with long exposures. <br data-mce-fragment=""1""><br data-mce-fragment=""1"">If you already own a sturdy photo tripod with a video tilt head you can use the photo mount's head directly with the 1/4 inch &amp; 3/8 inch photo thread holes. The pole height (latitude) is then adjusted by the video tilt head.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">All cameras with 1/4 inch (6.3mm) tripod connection thread and bulb length"" B ""for long exposures are suitable. The Bresser Star Tracker Astronomical Photo Mount PM-100 is designed for a camera &amp; lens of max weight 2kg total to track in polar mode. In Azimut mode a weight up to 5.0kg is possible. <br data-mce-fragment=""1""><br data-mce-fragment=""1"">Large aperture, wide-angle lenses are ideal for astrophotography and a shot with a wide-angle lens can be exposed for up to several minutes and the stars will remain sharp, allowing you to capture some of the fainter details in night sky targets such as the Milkyway. However the Polar alignment must be extremely accurate for long exposure lengths but thanks to the integrated pole finder tunnel, this is done quickly and easily. After setting up the light and compact Star Tracker Photo Mount, simply set the approximate latitude (pole height) and aim Polaris through the integrated pole finder tunnel. Then mount the camera with the photo lens using the quick-release plate on the supplied ball head - With the ball head, the camera can pointed to any section of the sky.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">The tracking is carried out by a precise stepper motor, which is controlled by an easy digital display screen. Low power consumption allows up to 20 hours of operation with just one battery charge or simply use the micro USB port for an unlimited power supply.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Star Tracker Features:</strong> <br data-mce-fragment=""1"">
<ul>
<li>Equatorial Star Tracker Photo-Mount</li>
<li>Automatic sidereal tracking against the Earth rotation</li>
<li>Different tracking speed setting possible</li>
<li>Suitable for northern and southern hemisphere</li>
<li>Time lapse: from 15 minutes to 48 hours</li>
<li>Ball head with quick release saddle plate</li>
<li>and 1/4"" Photo thread for Camera mounting</li>
<li>Photo-Mount with 1/4"" threaded bolt for ball head mounting</li>
<li>Additional quick release coupling for ball head removal</li>
<li>High precision stepper motor with helical gear for accurate tracking</li>
<li>Clear LCD screen and easy setup menu</li>
<li>Battery operation 4 x AA batteries or micro USB (optional acc.)</li>
<li>Battery life: up to 20 hours</li>
<li>Weight Photo-Mont: 0.63kg</li>
<li>Load capacity of Photo-Mount: up to 2.0kg/5.0kg (EQ/AZ)</li>
<li>Optional Accessory: Polar-wedge, Tripod and carry-case, optical pole finder scope with illumination unit</li>
</ul>
<strong>Weights &amp; Dimensions:</strong><br data-mce-fragment=""1"">
<ul>
<li>Total length: 86 mm</li>
<li>Total width: 64 mm</li>
<li>Total height: 65 mm</li>
<li>Net weight (without access.): 630g</li>
</ul>
<em>Whats included:</em><br data-mce-fragment=""1"">
<ol>
<li>Star Tracker astronomical Photo-Mount <em>(Tripod &amp; Wedge not included)</em>
</li>
<li>Ball head with quick release saddle plate</li>
<li>User manual</li>
</ol>
Download the Star Tracker Manual <a href=""https://cdn.shopify.com/s/files/1/0596/1924/6275/files/Bresser_Star_Tracker_Manual.pdf?v=1631735875"" target=""_blank"">Here</a>",,, Basic Astronomy Mounts ,,TRUE,,,,,,,,,,,,,169.99,404.17,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserStarTrackerMount_5.jpg?v=1631736206,1,,,,,,,,,,,,,,,,,,,,,, Basic Astronomy Mounts 
SK0000107-UK,,,,,,,,,,,,,,,,,,,,169.99,404.17,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserStarTrackerMount_1.jpg?v=1631736207,2,,,,,,,,,,,,,,,,,,,,,,
SK0000107-UK,,,,,,,,,,,,,,,,,,,,169.99,404.17,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserStarTrackerMount_6.jpg?v=1631736207,3,,,,,,,,,,,,,,,,,,,,,,
SK0000107-UK,,,,,,,,,,,,,,,,,,,,169.99,404.17,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserStarTrackerMount_7.jpg?v=1631736207,4,,,,,,,,,,,,,,,,,,,,,,
SK0000107-UK,,,,,,,,,,,,,,,,,,,,169.99,404.17,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserStarTrackerMount_2.jpg?v=1631736207,5,,,,,,,,,,,,,,,,,,,,,,
SK0000107-UK,,,,,,,,,,,,,,,,,,,,169.99,404.17,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserStarTrackerMount_3.jpg?v=1631736208,6,,,,,,,,,,,,,,,,,,,,,,
SK0000107-UK,,,,,,,,,,,,,,,,,,,,169.99,404.17,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserStarTrackerMount_4.jpg?v=1631736207,7,,,,,,,,,,,,,,,,,,,,,,
